ticker,company name,short name,industry,exchange
TRS,TriMas Corporation,TriMas,Industrial Products,Nasdaq Global Select
TRST,TrustCo Bank Corp NY,TrustCo Bank NY,Banks,Nasdaq Global Select
TRT,Trio-Tech International,Trio-Tech International,Semiconductors,NYSE American
TRTN,Triton International Limited,Triton International Limited,Consulting & Outsourcing,New York Stock Exchange
TRTX,TPG RE Finance Trust Inc.,TPG RE Finance Trust,REITs,New York Stock Exchange
TRU,TransUnion,TransUnion,Business Services,New York Stock Exchange
TRUE,TrueCar Inc.,TrueCar,Online Media,Nasdaq Global Select
TRUP,Trupanion Inc.,Trupanion,Insurance - Specialty,NASDAQ Global Market
TRV,The Travelers Companies Inc.,The Travelers Companies,Insurance - Property & Casualty,New York Stock Exchange
TRVG,trivago N.V.,trivago N.V.,Travel & Leisure,Nasdaq Global Select
TRVN,Trevena Inc.,Trevena,Biotechnology,Nasdaq Global Select
TRX,Tanzanian Royalty Exploration Corporation,Tanzanian Royalty Exploration,Metals & Mining,NYSE American
TRXC,TransEnterix Inc.,TransEnterix,Medical Instruments & Equipment,NYSE American
TS,Tenaris S.A. American Depositary Shares,Tenaris S.A. American Depositary Shares,Oil & Gas - Services,New York Stock Exchange
TSBK,Timberland Bancorp Inc.,Timberland Bancorp,Banks,NASDAQ Global Market
TSC,TriState Capital Holdings Inc.,TriState Capital,Banks,Nasdaq Global Select
TSCAP,TriState Capital Holdings Inc. Dep Shs Rep 1/40th Int 6.75% Srs A Non-Cum Pfd,TriState Capital Dep Shs Rep 1/40th Int 6.75% Srs Non-Cum Pfd,Banks,Nasdaq Global Select
TSCO,Tractor Supply Company,Tractor Supply Company,Retail - Apparel & Specialty,Nasdaq Global Select
TSE,Trinseo S.A.,Trinseo S.A.,Autos,New York Stock Exchange
TSEM,Tower Semiconductor Ltd.,Tower Semiconductor,Semiconductors,Nasdaq Global Select
TSG,The Stars Group Inc.,The Stars,Travel & Leisure,Nasdaq Global Select
TSI,TCW Strategic Income Fund Inc.,TCW Strategic Income Fund,Asset Management,New York Stock Exchange
TSLA,Tesla Inc.,Tesla,Autos,Nasdaq Global Select
TSLF,THL Credit Senior Loan Fund of Beneficial Interest,THL Credit Senior Loan Fund of Beneficial Interest,Asset Management,New York Stock Exchange
TSLX,TPG Specialty Lending Inc.,TPG Specialty Lending,Asset Management,New York Stock Exchange
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Taiwan Semiconductor Manufacturing Company,Semiconductors,New York Stock Exchange
TSN,Tyson Foods Inc.,Tyson Foods,Consumer Packaged Goods,New York Stock Exchange
TSQ,Townsquare Media Inc. Class A,Townsquare Media,Entertainment,New York Stock Exchange
TSRI,TSR Inc.,TSR,Application Software,NASDAQ Capital Market
TSS,Total System Services Inc.,Total System Services,Credit Services,New York Stock Exchange
TST,TheStreet Inc.,TheStreet,Brokers & Exchanges,NASDAQ Capital Market
TSU,TIM Participacoes S.A. American Depositary Shares (Each representing 5),TIM Participacoes S.A. American Depositary Shares (Each representing 5),Communication Services,New York Stock Exchange
TTC,Toro Company (The),Toro Company (The),Industrial Products,New York Stock Exchange
TTD,The Trade Desk Inc.,The Trade Desk,Application Software,NASDAQ Global Market
TTEC,TTEC Holdings Inc.,TTEC,Business Services,Nasdaq Global Select
TTEK,Tetra Tech Inc.,Tetra Tech,Engineering & Construction,Nasdaq Global Select
TTGT,TechTarget Inc.,TechTarget,Online Media,NASDAQ Global Market
TTI,Tetra Technologies Inc.,Tetra,Oil & Gas - Services,New York Stock Exchange
TTM,Tata Motors Ltd Limited,Tata Motors Limited,Autos,New York Stock Exchange
TTMI,TTM Technologies Inc.,TTM,Computer Hardware,Nasdaq Global Select
TTNP,Titan Pharmaceuticals Inc.,Titan Pharmaceuticals,Biotechnology,NASDAQ Capital Market
TTOO,T2 Biosystems Inc.,T2 Biosystems,Medical Diagnostics & Research,NASDAQ Global Market
TTP,Tortoise Pipeline & Energy Fund Inc.,Tortoise Pipeline & Energy Fund,Asset Management,New York Stock Exchange
TTPH,Tetraphase Pharmaceuticals Inc.,Tetraphase Pharmaceuticals,Biotechnology,Nasdaq Global Select
TTS,Tile Shop Hldgs Inc.,Tile Shop Hldgs,Retail - Apparel & Specialty,Nasdaq Global Select
TTWO,Take-Two Interactive Software Inc.,Take-Two Interactive Software,Application Software,Nasdaq Global Select
TU,Telus Corporation,Telus,Communication Services,New York Stock Exchange
TUES,Tuesday Morning Corp.,Tuesday Morning,Retail - Defensive,Nasdaq Global Select
TUP,Tupperware Brands Corporation,Tupperware Brands,Packaging & Containers,New York Stock Exchange
TUR,iShares MSCI Turkey ETF,iShares MSCI Turkey ETF,,NASDAQ Global Market
TURN,180 Degree Capital Corp.,180 Degree Capital,Asset Management,NASDAQ Global Market
TUSA,First Trust Total US Market AlphaDEX ETF,First Trust Total US Market AlphaDEX ETF,,NASDAQ Global Market
TUSK,Mammoth Energy Services Inc.,Mammoth Energy Services,Oil & Gas - Integrated,Nasdaq Global Select
TUZ,PIMCO 1-3 Year US Treasury Index Exchage-Traded Fund,PIMCO 1-3 Year US Treasury Index Exchage-Traded Fund,,NYSE Arca
TV,Grupo Televisa S.A.,Grupo Televisa S.A.,Entertainment,New York Stock Exchange
TVC,Tennessee Valley Authority,Tennessee Valley Authority,Utilities - Regulated,New York Stock Exchange
TVPT,Travelport Worldwide Limited,Travelport Worldwide Limited,Travel & Leisure,New York Stock Exchange
TVTY,Tivity Health Inc.,Tivity Health,Health Care Providers,Nasdaq Global Select
TWI,Titan International Inc. (DE),Titan International (DE),Farm & Construction Machinery,New York Stock Exchange
TWIN,Twin Disc Incorporated,Twin Disc Incorporated,Industrial Products,Nasdaq Global Select
TWLO,Twilio Inc. Class A,Twilio,Application Software,New York Stock Exchange
TWLV,Twelve Seas Investment Company,Twelve Seas Investment Company,Conglomerates,NASDAQ Capital Market
TWMC,Trans World Entertainment Corp.,Trans World Entertainment,Retail - Apparel & Specialty,NASDAQ Global Market
TWN,Taiwan Fund Inc. (The),Taiwan Fund (The),Asset Management,New York Stock Exchange
TWNK,Hostess Brands Inc.,Hostess Brands,Consumer Packaged Goods,NASDAQ Capital Market
TWO,Two Harbors Investment Corp,Two Harbors Investment,REITs,New York Stock Exchange
TWOU,2U Inc.,2U,Application Software,Nasdaq Global Select
TWST,Twist Bioscience Corporation,Twist Bioscience,Medical Diagnostics & Research,Nasdaq Global Select
TWTR,Twitter Inc.,Twitter,Online Media,New York Stock Exchange
TX,Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Ternium S.A. American Depositary Shares (each representing ten shares USD1.00 par value),Steel,New York Stock Exchange
TXMD,TherapeuticsMD Inc.,TherapeuticsMD,Drug Manufacturers,Nasdaq Global Select
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated,Semiconductors,Nasdaq Global Select
TXRH,Texas Roadhouse Inc.,Texas Roadhouse,Restaurants,Nasdaq Global Select
TXT,Textron Inc.,Textron,Aerospace & Defense,New York Stock Exchange
TY,Tri Continental Corporation,Tri Continental,Asset Management,New York Stock Exchange
TYBS,Direxion Daily 20 Year Treasury Bear 1X Shares,Direxion Daily 20 Year Treasury Bear 1X Shares,,NYSE Arca
TYD,Direxion Daily 10-Yr Treasury Bull 3x Shrs,Direxion Daily 10-Yr Treasury Bull 3x Shrs,,NYSE Arca
TYG,Tortoise Energy Infrastructure Corporation,Tortoise Energy Infrastructure,Asset Management,New York Stock Exchange
TYHT,Shineco Inc.,Shineco,Drug Manufacturers,NASDAQ Capital Market
TYL,Tyler Technologies Inc.,Tyler,Application Software,New York Stock Exchange
TYME,Tyme Technologies Inc.,Tyme,Biotechnology,NASDAQ Capital Market
TYNS,Direxion Daily 7 10 Year Treasury Bear 1X Shares,Direxion Daily 7 10 Year Treasury Bear 1X Shares,,NYSE Arca
TYO,Direxion Daily 10-Yr Treasury Bear 3x Shrs,Direxion Daily 10-Yr Treasury Bear 3x Shrs,,NYSE Arca
TYPE,Monotype Imaging Holdings Inc.,Monotype Imaging,Application Software,Nasdaq Global Select
TZA,Direxion Small Cap Bear 3X Shares,Direxion Small Cap Bear 3X Shares,,NYSE Arca
TZAC,Tenzing Acquisition Corp.,Tenzing Acquisition,Asset Management,NASDAQ Capital Market
TZOO,Travelzoo,Travelzoo,Online Media,Nasdaq Global Select
UA,Under Armour Inc. Class C,Under Armour C,Manufacturing - Apparel & Furniture,New York Stock Exchange
UAA,Under Armour Inc. Class A,Under Armour,Manufacturing - Apparel & Furniture,New York Stock Exchange
UAG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Agriculture ETN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Agriculture ETN,,NYSE Arca
UAL,United Continental Holdings Inc.,United Continental,Airlines,Nasdaq Global Select
UAMY,United States Antimony Corporation,United States Antimony,Metals & Mining,NYSE American
UAN,CVR Partners LP representing Limited Partner Interests,CVR Partners representing Limited Partner Interests,Agriculture,New York Stock Exchange
UAVS,AgEagle Aerial Systems Inc.,AgEagle Aerial Systems,Computer Hardware,NYSE American
UBA,Urstadt Biddle Properties Inc.,Urstadt Biddle Properties,REITs,New York Stock Exchange
UBCP,United Bancorp Inc.,United Bancorp,Banks,NASDAQ Capital Market
UBFO,United Security Bancshares,United Security Bancshares,Banks,Nasdaq Global Select
UBG,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Gold ETN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Gold ETN,,NYSE Arca
UBNK,United Financial Bancorp Inc.,United Financial Bancorp,Banks,Nasdaq Global Select
UBNT,Ubiquiti Networks Inc.,Ubiquiti Networks,Communication Equipment,Nasdaq Global Select
UBOH,United Bancshares Inc.,United Bancshares,Banks,NASDAQ Global Market
UBP,Urstadt Biddle Properties Inc.,Urstadt Biddle Properties,REITs,New York Stock Exchange
UBS,UBS Group AG Registered,UBS AG Registered,Banks,New York Stock Exchange
UBSH,Union Bankshares Corporation,Union Bankshares,Banks,Nasdaq Global Select
UBSI,United Bankshares Inc.,United Bankshares,Banks,Nasdaq Global Select
UBT,ProShares Ultra 20+ Year Treasury,ProShares Ultra 20+ Year Treasury,,NYSE Arca
UBX,Unity Biotechnology Inc.,Unity Biotechnology,Biotechnology,Nasdaq Global Select
UCBI,United Community Banks Inc.,United Community Banks,Banks,Nasdaq Global Select
UCC,ProShares Ultra Consumer Services,ProShares Ultra Consumer Services,,NYSE Arca
UCFC,United Community Financial Corp.,United Community Financial,Banks,Nasdaq Global Select
UCI,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI ETN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI ETN,,NYSE Arca
UCO,ProShares Ultra Bloomberg Crude Oil,ProShares Ultra Bloomberg Crude Oil,,NYSE Arca
UCTT,Ultra Clean Holdings Inc.,Ultra Clean,Semiconductors,Nasdaq Global Select
UDN,Invesco DB USD Index Bearish,Invesco DB USD Index Bearish,,NYSE Arca
UDOW,ProShares UltraPro Dow30,ProShares UltraPro Dow30,,NYSE Arca
UDR,UDR Inc.,UDR,REITs,New York Stock Exchange
UE,Urban Edge Properties of Beneficial Interest,Urban Edge Properties of Beneficial Interest,REITs,New York Stock Exchange
UEC,Uranium Energy Corp.,Uranium Energy,Metals & Mining,NYSE American
UEIC,Universal Electronics Inc.,Universal Electronics,Computer Hardware,Nasdaq Global Select
UEPS,Net 1 UEPS Technologies Inc.,Net 1 UEPS,Business Services,Nasdaq Global Select
UFAB,Unique Fabricating Inc.,Unique Fabricating,Autos,NYSE American
UFCS,United Fire Group Inc,United Fire,Insurance - Property & Casualty,Nasdaq Global Select
UFI,Unifi Inc.,Unifi,Homebuilding & Construction,New York Stock Exchange
UFPI,Universal Forest Products Inc.,Universal Forest Products,Forest Products,Nasdaq Global Select
UFPT,UFP Technologies Inc.,UFP,Packaging & Containers,NASDAQ Capital Market
UFS,Domtar Corporation (NEW),Domtar (NEW),Forest Products,New York Stock Exchange
UG,United-Guardian Inc.,United-Guardian,Consumer Packaged Goods,NASDAQ Global Market
UGA,United States Gasoline Fund LP,United States Gasoline Fund,,NYSE Arca
UGE,ProShares Ultra Consumer Goods,ProShares Ultra Consumer Goods,,NYSE Arca
UGI,UGI Corporation,UGI,Utilities - Regulated,New York Stock Exchange
UGL,ProShares Ultra Gold,ProShares Ultra Gold,,NYSE Arca
UGP,Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one),Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one),Oil & Gas - Refining & Marketing,New York Stock Exchange
UHAL,Amerco,Amerco,Consulting & Outsourcing,Nasdaq Global Select
UHS,Universal Health Services Inc.,Universal Health Services,Health Care Providers,New York Stock Exchange
UHT,Universal Health Realty Income Trust,Universal Health Realty Income Trust,REITs,New York Stock Exchange
UIHC,United Insurance Holdings Corp.,United Insurance,Insurance - Property & Casualty,NASDAQ Capital Market
UIS,Unisys Corporation,Unisys,Application Software,New York Stock Exchange
UJB,ProShares Ultra High Yield,ProShares Ultra High Yield,,NYSE Arca
UL,Unilever PLC,Unilever PLC,Consumer Packaged Goods,New York Stock Exchange
ULBI,Ultralife Corporation,Ultralife,Industrial Products,NASDAQ Global Market
ULE,ProShares Ultra Euro,ProShares Ultra Euro,,NYSE Arca
ULH,Universal Logistics Holdings Inc.,Universal Logistics,Transportation & Logistics,Nasdaq Global Select
ULTA,Ulta Beauty Inc.,Ulta Beauty,Retail - Apparel & Specialty,Nasdaq Global Select
ULTI,The Ultimate Software Group Inc.,The Ultimate Software,Application Software,Nasdaq Global Select
UMBF,UMB Financial Corporation,UMB Financial,Banks,Nasdaq Global Select
UMC,United Microelectronics Corporation (NEW),United Microelectronics (NEW),Semiconductors,New York Stock Exchange
UMDD,UltraPro MidCap400,UltraPro MidCap400,,NYSE Arca
UMH,UMH Properties Inc.,UMH Properties,REITs,New York Stock Exchange
UMPQ,Umpqua Holdings Corporation,Umpqua,Banks,Nasdaq Global Select
UMRX,Unum Therapeutics Inc.,Unum Therapeutics,Biotechnology,Nasdaq Global Select
UN,Unilever NV,Unilever NV,Consumer Packaged Goods,New York Stock Exchange
UNAM,Unico American Corporation,Unico American,Insurance - Property & Casualty,NASDAQ Global Market
UNB,Union Bankshares Inc.,Union Bankshares,Banks,NASDAQ Global Market
UNF,Unifirst Corporation,Unifirst,Manufacturing - Apparel & Furniture,New York Stock Exchange
UNFI,United Natural Foods Inc.,United Natural Foods,Retail - Defensive,New York Stock Exchange
UNG,United States Natural Gas Fund LP,United States Natural Gas Fund,,NYSE Arca
UNH,UnitedHealth Group Incorporated (DE),UnitedHealth Incorporated (DE),Health Care Plans,New York Stock Exchange
UNIT,Uniti Group Inc.,Uniti,REITs,Nasdaq Global Select
UNL,United States 12 Month Natural Gas Fund,United States 12 Month Natural Gas Fund,,NYSE Arca
UNM,Unum Group,Unum,Insurance - Life,New York Stock Exchange
UNP,Union Pacific Corporation,Union Pacific,Transportation & Logistics,New York Stock Exchange
UNT,Unit Corporation,Unit,Oil & Gas - Drilling,New York Stock Exchange
UNTY,Unity Bancorp Inc.,Unity Bancorp,Banks,NASDAQ Global Market
UNVR,Univar Inc.,Univar,Chemicals,New York Stock Exchange
UONE,Urban One Inc.,Urban One,Entertainment,NASDAQ Capital Market
UONEK,Urban One Inc.,Urban One,Entertainment,NASDAQ Capital Market
UPL,Ultra Petroleum Corp.,Ultra Petroleum,Oil & Gas - E&P,Nasdaq Global Select
UPLD,Upland Software Inc.,Upland Software,Application Software,NASDAQ Global Market
UPRO,ProShares UltraPro S&P 500,ProShares UltraPro S&P 500,,NYSE Arca
UPS,United Parcel Service Inc.,United Parcel Service,Transportation & Logistics,New York Stock Exchange
UPV,ProShares Ultra FTSE Europe,ProShares Ultra FTSE Europe,,NYSE Arca
UPW,ProShares Ultra Utilities,ProShares Ultra Utilities,,NYSE Arca
UPWK,Upwork Inc.,Upwork,Online Media,Nasdaq Global Select
UQM,UQM Technologies Inc,UQM,Autos,NYSE American
URBN,Urban Outfitters Inc.,Urban Outfitters,Retail - Apparel & Specialty,Nasdaq Global Select
URE,ProShares Ultra Real Estate,ProShares Ultra Real Estate,,NYSE Arca
URG,Ur-Energy Inc (Canada),Ur-Energy (Canada),Metals & Mining,NYSE American
URGN,UroGen Pharma Ltd.,UroGen Pharma,Biotechnology,NASDAQ Global Market
URI,United Rentals Inc.,United Rentals,Consulting & Outsourcing,New York Stock Exchange
UROV,Urovant Sciences Ltd.,Urovant Sciences,Biotechnology,Nasdaq Global Select
URR,Market Vectors Double Long Euro ETN,Market Vectors Double Long Euro ETN,,NYSE Arca
URTH,Ishares MSCI World Index Fund,Ishares MSCI World Index Fund,,NYSE Arca
URTY,ProShares UltraPro Russell2000,ProShares UltraPro Russell2000,,NYSE Arca
USA,Liberty All-Star Equity Fund,Liberty All-Star Equity Fund,Asset Management,New York Stock Exchange
USAC,USA Compression Partners LP Representing Limited Partner Interests,USA Compression Partners Representing Limited Partner Interests,Oil & Gas - Services,New York Stock Exchange
USAK,USA Truck Inc.,USA Truck,Transportation & Logistics,Nasdaq Global Select
USAP,Universal Stainless & Alloy Products Inc.,Universal Stainless & Alloy Products,Steel,Nasdaq Global Select
USAS,Americas Silver Corporation no par value,Americas Silver no par value,Metals & Mining,NYSE American
USAT,USA Technologies Inc.,USA,Application Software,NASDAQ Global Market
USAU,U.S. Gold Corp.,U.S. Gold,Metals & Mining,NASDAQ Capital Market
USB,U.S. Bancorp,U.S. Bancorp,Banks,New York Stock Exchange
USCI,United States Commodity Index Fund ETV,United States Commodity Index Fund ETV,,NYSE Arca
USCR,U S Concrete Inc.,U S Concrete,Building Materials,NASDAQ Capital Market
USD,ProShares Ultra Semiconductors,ProShares Ultra Semiconductors,,NYSE Arca
USDP,USD Partners LP representing limited partner interest,USD Partners representing limited partner interest,Transportation & Logistics,New York Stock Exchange
USEG,U.S. Energy Corp.,U.S. Energy,Oil & Gas - E&P,NASDAQ Capital Market
USFD,US Foods Holding Corp.,US Foods Holding,Retail - Defensive,New York Stock Exchange
USG,USG Corporation,USG,Building Materials,New York Stock Exchange
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,iShares Broad USD Investment Grade Corporate Bond ETF,,NASDAQ Global Market
USL,United States 12 Month Oil,United States 12 Month Oil,,NYSE Arca
USLM,United States Lime & Minerals Inc.,United States Lime & Minerals,Building Materials,Nasdaq Global Select
USM,United States Cellular Corporation,United States Cellular,Communication Services,New York Stock Exchange
USMV,iShares Edge MSCI Min Vol USA,iShares Edge MSCI Min Vol USA,,Cboe Global Markets EDGX
USNA,USANA Health Sciences Inc.,USANA Health Sciences,Consumer Packaged Goods,New York Stock Exchange
USO,United States Oil Fund,United States Oil Fund,,NYSE Arca
USPH,U.S. Physical Therapy Inc.,U.S. Physical Therapy,Health Care Providers,New York Stock Exchange
USRT,iShares Core U.S. REIT,iShares Core U.S. REIT,,NYSE Arca
UST,ProShares Ultra 7-10 Year Treasury,ProShares Ultra 7-10 Year Treasury,,NYSE Arca
USV,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Silver ETN,E-TRACS USB Bloomberg Commodity Index Exchange Traded Notes UBS Bloomberg CMCI Silver ETN,,NYSE Arca
USWS,U.S. Well Services Inc.,U.S. Well Services,Industrial Products,NASDAQ Capital Market
USX,U.S. Xpress Enterprises Inc. Class A,U.S. Xpress Enterprises,Transportation & Logistics,New York Stock Exchange
UTF,Cohen & Steers Infrastructure Fund Inc,Cohen & Steers Infrastructure Fund,Asset Management,New York Stock Exchange
UTG,Reaves Utility Income Fund of Beneficial Interest,Reaves Utility Income Fund of Beneficial Interest,Asset Management,NYSE American
UTHR,United Therapeutics Corporation,United Therapeutics,Biotechnology,Nasdaq Global Select
UTI,Universal Technical Institute Inc,Universal Technical Institute,Education,New York Stock Exchange
UTL,UNITIL Corporation,UNITIL,Utilities - Regulated,New York Stock Exchange
UTMD,Utah Medical Products Inc.,Utah Medical Products,Medical Instruments & Equipment,Nasdaq Global Select
UTSI,UTStarcom Holdings Corp,UTStarcom,Communication Services,Nasdaq Global Select
UTX,United Technologies Corporation,United,Aerospace & Defense,New York Stock Exchange
UUP,Invesco DB USD Index Bullish Fund,Invesco DB USD Index Bullish Fund,,NYSE Arca
UUU,Universal Security Instruments Inc.,Universal Security Instruments,Consulting & Outsourcing,NYSE American
UUUU,Energy Fuels Inc (Canada),Energy Fuels (Canada),Metals & Mining,NYSE American
UVE,UNIVERSAL INSURANCE HOLDINGS INC,UNIVERSAL INSURANCE,Insurance - Property & Casualty,New York Stock Exchange
UVSP,Univest Financial Corporation,Univest Financial,Banks,Nasdaq Global Select
UVV,Universal Corporation,Universal,Tobacco Products,New York Stock Exchange
UWM,ProShares Ultra Russell2000,ProShares Ultra Russell2000,,NYSE Arca
UWN,Nevada Gold & Casinos Inc.,Nevada Gold & Casinos,Travel & Leisure,NYSE American
UXI,ProShares Ultra Industrials,ProShares Ultra Industrials,,NYSE Arca
UXIN,Uxin Limited,Uxin Limited,Online Media,Nasdaq Global Select
UYG,ProShares Ultra Financials,ProShares Ultra Financials,,NYSE Arca
UYM,ProShares Ultra Basic Materials,ProShares Ultra Basic Materials,,NYSE Arca
V,Visa Inc.,Visa,Credit Services,New York Stock Exchange
VAC,Marriot Vacations Worldwide Corporation,Marriot Vacations Worldwide,Travel & Leisure,New York Stock Exchange
VALE,VALE S.A. American Depositary Shares Each Representing one,VALE S.A. American Depositary Shares Each Representing one,Metals & Mining,New York Stock Exchange
VALU,Value Line Inc.,Value Line,Publishing,NASDAQ Capital Market
VAPO,Vapotherm Inc.,Vapotherm,Medical Devices,New York Stock Exchange
VAR,Varian Medical Systems Inc.,Varian Medical Systems,Medical Instruments & Equipment,New York Stock Exchange
VAW,Vanguard Materials,Vanguard Materials,,NYSE Arca
VB,Vanguard Small-Cap,Vanguard Small-Cap,,NYSE Arca
VBF,Invesco Bond Fund,Invesco Bond Fund,Asset Management,New York Stock Exchange
VBFC,Village Bank and Trust Financial Corp.,Village Bank and Trust Financial,Banks,NASDAQ Capital Market
VBIV,VBI Vaccines Inc.,VBI Vaccines,Biotechnology,NASDAQ Capital Market
VBK,Vanguard Small-Cap Growth,Vanguard Small-Cap Growth,,NYSE Arca
VBLT,Vascular Biogenics Ltd.,Vascular Biogenics,Biotechnology,NASDAQ Global Market
VBR,Vanguard Small-Cap Value,Vanguard Small-Cap Value,,NYSE Arca
VBTX,Veritex Holdings Inc.,Veritex,Banks,NASDAQ Global Market
VC,Visteon Corporation,Visteon,Autos,Nasdaq Global Select
VCEL,Vericel Corporation,Vericel,Biotechnology,NASDAQ Capital Market
VCF,Delaware Investments Colorado Municipal Income Fund Inc,Delaware Investments Colorado Municipal Income Fund,Asset Management,NYSE American
VCIT,Vanguard Intermediate-Term Corporate Bond ETF,Vanguard Intermediate-Term Corporate Bond ETF,,NASDAQ Global Market
VCLT,Vanguard Long-Term Corporate Bond ETF,Vanguard Long-Term Corporate Bond ETF,,NASDAQ Global Market
VCNX,Vaccinex Inc.,Vaccinex,Biotechnology,NASDAQ Global Market
VCR,Vanguard Consumer Discretion,Vanguard Consumer Discretion,,NYSE Arca
VCRA,Vocera Communications Inc.,Vocera Communications,Communication Equipment,New York Stock Exchange
VCSH,Vanguard Short-Term Corporate Bond ETF,Vanguard Short-Term Corporate Bond ETF,,NASDAQ Global Market
VCTR,Victory Capital Holdings Inc.,Victory Capital,Asset Management,Nasdaq Global Select
VCV,Invesco California Value Municipal Income Trust,Invesco California Value Municipal Income Trust,Asset Management,New York Stock Exchange
VCYT,Veracyte Inc.,Veracyte,Biotechnology,NASDAQ Global Market
VDC,Vanguard Consumer Staples,Vanguard Consumer Staples,,NYSE Arca
VDE,Vanguard Energy,Vanguard Energy,,NYSE Arca
VEA,Vanguard FTSE Developed Markets,Vanguard FTSE Developed Markets,,NYSE Arca
VEAC,Vantage Energy Acquisition Corp.,Vantage Energy Acquisition,Conglomerates,NASDAQ Capital Market
VEC,Vectrus Inc.,Vectrus,Business Services,New York Stock Exchange
VECO,Veeco Instruments Inc.,Veeco Instruments,Semiconductors,Nasdaq Global Select
VEDL,Vedanta Limited American Depositary Shares (Each representing four equity shares),Vedanta Limited American Depositary Shares (Each representing four equity shares),Metals & Mining,New York Stock Exchange
VEEV,Veeva Systems Inc. Class A,Veeva Systems,Application Software,New York Stock Exchange
VEGA,AdvisorShares STAR Global Buy-Write,AdvisorShares STAR Global Buy-Write,,NYSE Arca
VEGI,iShares MSCI Agriculture Producers Fund,iShares MSCI Agriculture Producers Fund,,NYSE Arca
VEON,VEON Ltd.,VEON,Communication Services,Nasdaq Global Select
VER,VEREIT Inc.,VEREIT,REITs,New York Stock Exchange
VERI,Veritone Inc.,Veritone,Application Software,NASDAQ Global Market
VERU,Veru Inc.,Veru,Drug Manufacturers,NASDAQ Capital Market
VET,Vermilion Energy Inc. Common (Canada),Vermilion Energy Common (Canada),Oil & Gas - E&P,New York Stock Exchange
VEU,Vanguard FTSE All World Ex US,Vanguard FTSE All World Ex US,,NYSE Arca
VFC,V.F. Corporation,V.F.,Manufacturing - Apparel & Furniture,New York Stock Exchange
VFH,Vanguard Financials,Vanguard Financials,,NYSE Arca
VFL,Delaware Investments National Municipal Income Fund,Delaware Investments National Municipal Income Fund,Asset Management,NYSE American
VG,Vonage Holdings Corp.,Vonage,Communication Services,New York Stock Exchange
VGI,Virtus Global Multi-Sector Income Fund of Beneficial Interest,Virtus Global Multi-Sector Income Fund of Beneficial Interest,Asset Management,New York Stock Exchange
VGIT,Vanguard Intermediate-Term Treasury ETF,Vanguard Intermediate-Term Treasury ETF,,NASDAQ Global Market
VGK,Vanguard FTSEEuropean,Vanguard FTSEEuropean,,NYSE Arca
VGLT,Vanguard Long-Treasury ETF,Vanguard Long-Treasury ETF,,NASDAQ Global Market
VGM,Invesco Trust for Investment Grade Municipals (DE),Invesco Trust for Investment Grade Municipals (DE),Asset Management,New York Stock Exchange
VGR,Vector Group Ltd.,Vector,Tobacco Products,New York Stock Exchange
VGSH,Vanguard Short-Term Treasury ETF,Vanguard Short-Term Treasury ETF,,NASDAQ Global Market
VGT,Vanguard Information Tech,Vanguard Information Tech,,NYSE Arca
VGZ,Vista Gold Corp,Vista Gold,Metals & Mining,NYSE American
VHC,VirnetX Holding Corp,VirnetX Holding,Application Software,NYSE American
VHI,Valhi Inc.,Valhi,Chemicals,New York Stock Exchange
VHT,Vanguard Health Care,Vanguard Health Care,,NYSE Arca
VIA,Viacom Inc.,Viacom,Entertainment,Nasdaq Global Select
VIAB,Viacom Inc.,Viacom,Entertainment,Nasdaq Global Select
VIAV,Viavi Solutions Inc.,Viavi Solutions,Communication Equipment,Nasdaq Global Select
VICI,VICI Properties Inc.,VICI Properties,REITs,New York Stock Exchange
VICL,Vical Incorporated,Vical Incorporated,Biotechnology,NASDAQ Capital Market
VICR,Vicor Corporation,Vicor,Computer Hardware,Nasdaq Global Select
VIG,Vanguard Div Appreciation,Vanguard Div Appreciation,,NYSE Arca
VIOG,Vanguard S&P Small-Cap 600 Growth,Vanguard S&P Small-Cap 600 Growth,,NYSE Arca
VIOO,Vanguard S&P Small-Cap 600,Vanguard S&P Small-Cap 600,,NYSE Arca
VIOT,Viomi Technology Co. Ltd,Viomi Technology Co.,Computer Hardware,Nasdaq Global Select
VIOV,Vanguard S&P Small-Cap 600 Value,Vanguard S&P Small-Cap 600 Value,,NYSE Arca
VIPS,Vipshop Holdings Limited American Depositary Shares each representing two,Vipshop Limited American Depositary Shares each representing two,Retail - Apparel & Specialty,New York Stock Exchange
